source_column	line_no	reason	line
p003-c03	14	NO_MATCH	; amita 33, 47
p003-c03	17	NO_MATCH	amitüt 23, 13
p003-c03	18	NO_MATCH	amm... v. etiem adm...
p003-c03	37	NO_MATCH	! amphitheatralis 106, 59°
p003-c03	38	NO_MATCH	‘amphitheatrum 106, 59
p003-c03	51	NO_MATCH	Amulus (?) 115, 14°
p003-c03	53	NO_MATCH	; amus 13, 97
p003-c03	68	NO_MATCH	{anathema maranatha 111,
p004-c00	4	NO_MATCH	anchoma v. enchyma a
p004-c00	36	NO_MATCH	'anilis 95, 90
p004-c00	37	NO_MATCH	anicula v. aniculus
p004-c00	65	NO_MATCH	Awson(?) 129, 20
p004-c00	75	NO_MATCH	Comm. not, tir.
p004-c01	1	NO_MATCH	— tick
p004-c01	64	NO_MATCH	Anubis $3, 12 aqu
p004-c01	78	NO_MATCH	apiscitur T4, 60 Aq
p004-c02	3	NO_MATCH	)s 121,90 ara 10:
p004-c02	10	NO_MATCH	la v. abolla araneus
p004-c02	20	NO_MATCH	lluum v. Apologeticum — Araxes
p004-c02	23	NO_MATCH	ies v. Aphrodite ^ arbiter}
p004-c02	26	NO_MATCH	(ata 4, 85° arbitra
p004-c02	41	NO_MATCH	'essit: 24, 18 ' arcariu
p004-c02	68	NO_MATCH	üleia 34, 13 ardor
p004-c02	75	NO_MATCH	ütania 84, 47 arescit
p004-c02	76	NO_MATCH	ütauicus 84, 48; 95,58 aret 8
p004-c02	77	NO_MATCH	utanus S4, 46 Arethu
p004-c03	11	NO_MATCH	.21, 61 ]
p004-c03	19	NO_MATCH	, 40
p004-c03	51	NO_MATCH	» 101, 17
p004-c03	54	NO_MATCH	(11,21
p004-c03	56	NO_MATCH	'elus 60,17; 70, 10?
p004-c03	73	NO_MATCH	iT, 75
p004-c03	74	NO_MATCH	t sagitta T7, 76
p004-c03	77	NO_MATCH	(6. 61
p004-c03	79	NO_MATCH	. 85
p004-c03	80	NO_MATCH	S. ds
p004-c03	81	NO_MATCH	(c4 58
p005-c00	27	NO_MATCH	, aris 13, 79
p005-c01	3	NO_MATCH	Asclepiontes (?) 111, 10
p005-c01	14	NO_MATCH	. 39; 197, 44; 131, 43
p005-c01	65	NO_MATCH	atquin r. adquin
p005-c01	78	NO_MATCH	à Attalus 103, 74
p005-c01	79	NO_MATCH	attamen v. adtamen
p005-c01	81	NO_MATCH	Attülhus 114, 65
p005-c01	82	NO_MATCH	; Attius 114, 68
p005-c01	85	NO_MATCH	, Atuatica. 87, 50
p005-c02	1	NO_MATCH	a =
p005-c02	6	NO_MATCH	, auctoramentum 42, 42
p005-c02	10	NO_MATCH	, auctum 57, 18
p005-c02	20	NO_MATCH	aufügit 26, 93*
p005-c02	21	NO_MATCH	aufügit 26, 26?
p005-c02	22	NO_MATCH	j8; Aufuscius 114, 90
p005-c02	39	NO_MATCH	‘aurarium 77,15
p005-c02	42	NO_MATCH	, Aurelius 114, 79
p005-c02	45	NO_MATCH	, aurifex 77, 17
p005-c02	46	NO_MATCH	, aurifodima 77, 23
p005-c02	48	NO_MATCH	&urgarius 112,78
p005-c02	63	NO_MATCH	' Austrasiorum 110, 74*
p005-c02	64	NO_MATCH	ausus £3, 40
p005-c02	71	NO_MATCH	, Autronianus 114, 86
p005-c03	17	NO_MATCH	! avehit 41, 98
p005-c03	26	NO_MATCH	“Aveta 89, 6
p005-c03	68	NO_MATCH	baculatur v. baiulator
p005-c03	73	NO_MATCH	! bae. 16, 69
p006-c00	36	NO_MATCH	‘Barnabas 122,123; 124,27; ]
p006-c00	67	NO_MATCH	Becia(?) v. Basan 1
p006-c01	1	NO_MATCH	— Wh .-
p006-c01	4	NO_MATCH	»ellicosus 23, 52 s
p006-c01	5	NO_MATCH	»ellieus. 23, 51
p006-c01	7	NO_MATCH	»eliger 23, 47 m
p006-c01	14	NO_MATCH	;»ellum civile 25, E: A RA
p006-c01	40	NO_MATCH	)enignus 33, a I
p006-c01	45	NO_MATCH	n: ] €. Badal eh nie
p006-c01	49	NO_MATCH	s:eseget (?) 129, 2 Lo
p006-c02	5	NO_MATCH	, 15, 89 breviter
p006-c02	19	NO_MATCH	ta v. bigoda ! bromius
p006-c02	39	NO_MATCH	L6, 65 bucolica
p006-c02	45	NO_MATCH	, fama 60, 7 bundi 1
p006-c02	46	NO_MATCH	, memoria 30, 16? bundibu
p006-c02	47	NO_MATCH	, opinio 60, 9 bundis
p006-c02	48	NO_MATCH	mia $6, 27 bundoru
p006-c02	53	NO_MATCH	, 121, 65 Burdiga
p006-c02	61	NO_MATCH	gra v. Bagrada. bustus
p006-c02	70	NO_MATCH	atus v. bracatus caballus
p006-c03	5	NO_MATCH	ok iH
p006-c03	7	NO_MATCH	, 32
p006-c03	32	NO_MATCH	[08, 50
p006-c03	34	NO_MATCH	, 78, 32
p006-c03	39	NO_MATCH	. 90, 18
p006-c03	60	NO_MATCH	MEX]
p006-c03	67	NO_MATCH	(2
p006-c03	70	NO_MATCH	OY, 52°
p006-c03	72	NO_MATCH	?) 112, 165
p006-c03	73	NO_MATCH	= 112, 17* '
p006-c03	75	NO_MATCH	‘
p007-c00	31	NO_MATCH	: Caeromensum — v.
p007-c00	32	NO_MATCH	i nensum
p007-c00	35	NO_MATCH	T Caesar Antoninus :
p007-c00	37	NO_MATCH	Caesar Domitianus
p007-c00	39	NO_MATCH	Caesar Germanicus
p007-c00	40	NO_MATCH	Caesar Hadrianus ©
p007-c00	42	NO_MATCH	Caesar imp. aug. €
p007-c00	43	NO_MATCH	' cus 38, 70°
p007-c00	46	NO_MATCH	Caesar Nerva: 39, 4
p007-c00	51	NO_MATCH	; Caesieius 115, 77
p007-c00	54	NO_MATCH	: caesus 11, 58
p007-c00	65	NO_MATCH	: calamitosus 66, 68
p007-c00	66	NO_MATCH	! calamus 105, 78
p007-c00	68	NO_MATCH	: calearia 79, 36
p007-c00	71	NO_MATCH	D calcidoens (?) 106,
p007-c00	72	NO_MATCH	; Caleidonia (?) 106
p007-c00	73	NO_MATCH	^ caleiocaliga 99, 37
p007-c00	77	NO_MATCH	i
p007-c00	78	NO_MATCH	E
p007-c01	2	NO_MATCH	'caleulum 9-4, 58
p007-c01	39	NO_MATCH	, Camillus 115, 54
p007-c01	42	NO_MATCH	s, 62 campanus 38, 37
p007-c01	43	NO_MATCH	& campester 58, 39
p007-c01	57	NO_MATCH	, 5 candelabrum 102, 4
p007-c01	65	NO_MATCH	candocus (?) 37, 12°
p007-c01	67	NO_MATCH	i5 canescit 18, 73
p007-c02	1	NO_MATCH	— GQ —
p007-c02	21	NO_MATCH	Capharnaum (v. Cafernaun
p007-c02	32	NO_MATCH	Capitolium $3, 2
p007-c02	35	NO_MATCH	caporidia v. capreida
p007-c02	41	NO_MATCH	! capreida 104, 63
p007-c02	46	NO_MATCH	, 16; captabulum 10, 85
p007-c02	53	NO_MATCH	, caput. 44, 8
p007-c02	54	NO_MATCH	! carbasum 99, 88
p007-c02	56	NO_MATCH	, carbonarius 99, 87
p007-c02	61	NO_MATCH	! cardinis 92, 60
p007-c02	62	NO_MATCH	. cardo 92, 58
p007-c02	64	NO_MATCH	, carescit. 57, 57
p007-c02	65	NO_MATCH	, caret 11, 73
p007-c02	72	NO_MATCH	. carnem 90, 89; 96, 9°
p007-c03	1	NO_MATCH	Carominius (?) 115, 58
p007-c03	78	NO_MATCH	, Catina. 85, 56
p007-c03	91	NO_MATCH	, caulae 100, 17
p008-c00	27	NO_MATCH	Celüberus 86, 40 E
p008-c00	76	NO_MATCH	Comm. not. tir.
p008-c01	1	NO_MATCH	— 7
p008-c01	6	NO_MATCH	'estifer 36, 95 Cim
p008-c01	18	NO_MATCH	'«hamaestrotum 101, 26 Cing
p008-c01	23	NO_MATCH	hareontes r. choreuontes cinis
p008-c01	36	NO_MATCH	hilcia v. heleia circu
p008-c01	42	NO_MATCH	"ron 111, 12 CirCU
p008-c01	67	NO_MATCH	hyrocasias (7) 111, 15 cireu
p008-c02	3	NO_MATCH	© 74, 50; 85, 92° Cirtensi
p008-c02	4	NO_MATCH	& 19, 89 Cis 16,
p008-c02	7	NO_MATCH	ilae (?) 99, «2 cisium -
p008-c02	13	NO_MATCH	nomina (?) 131, 98 , cithara
p008-c02	22	NO_MATCH	à 115, 47 citreum
p008-c03	5	NO_MATCH	's 88, 00
p008-c03	14	NO_MATCH	, oF
p008-c03	32	NO_MATCH	,98
p008-c03	35	NO_MATCH	, 90
p008-c03	39	NO_MATCH	; 39
p008-c03	64	NO_MATCH	» (elarigatio) 28. 51
p008-c03	74	NO_MATCH	S, 44
p008-c03	75	NO_MATCH	. 89, 94?
p008-c03	85	NO_MATCH	an, 80
p008-c03	96	NO_MATCH	esto Ag, 51^?
p008-c03	99	NO_MATCH	( nost. 122, 135
p008-c03	100	NO_MATCH	. regis nostri 122.
p009-c00	1	NO_MATCH	clementia regni nos!
p009-c00	4	NO_MATCH	clementis regni nost
p009-c00	6	NO_MATCH	clementissimus imp
p009-c00	63	NO_MATCH	coartat YO, 7
p009-c01	3	NO_MATCH	), 59" — coegit 29, 2
p009-c01	6	NO_MATCH	xator59, coenum 96, 55
p009-c01	8	NO_MATCH	coercet, TL, 30
p009-c01	13	NO_MATCH	cognitum £7, 90
p009-c01	19	NO_MATCH	! cohberes 51, 95
p009-c01	20	NO_MATCH	, 77 cohibet 7, 57
p009-c01	21	NO_MATCH	, 78 cohors 46, 10
p009-c01	24	NO_MATCH	‘ecoicit 12, 29
p009-c01	25	NO_MATCH	, colecit 12, 46
p009-c01	26	NO_MATCH	colit, 13, 6
p009-c01	27	NO_MATCH	,coinchoat 75, 43*
p009-c01	33	NO_MATCH	' Colchidonia 87, 95
p009-c01	39	NO_MATCH	, collocat. 37, 91
p009-c01	45	NO_MATCH	; colonia 38, 41
p009-c01	47	NO_MATCH	' colonus 38, 40
p009-c01	48	NO_MATCH	' Colossensis 122, 129
p009-c01	50	NO_MATCH	! eolumba 111, 38
p009-c01	51	NO_MATCH	s^ columen 93, 26
p009-c01	53	NO_MATCH	‘coma 78, 64
p009-c01	55	NO_MATCH	, combustum 93, 29*
p009-c01	56	NO_MATCH	comédit 102, 97
p009-c01	57	NO_MATCH	, comedit. 102, 98
p009-c01	61	NO_MATCH	comes palatii mostri
p009-c01	64	NO_MATCH	'conüeum 78, 19
p009-c01	66	NO_MATCH	!comüsatio 78, 91
p009-c02	10	NO_MATCH	, comoedia 78, 15
p009-c02	22	NO_MATCH	! conburit 102, 33
p009-c02	44	NO_MATCH	'conchylium 98, 67
p009-c02	47	NO_MATCH	. eoncilium. 10, 81
p009-c02	48	NO_MATCH	, coucinctum 97, 37°
p009-c02	50	NO_MATCH	! concinit 107, 44
p009-c02	55	NO_MATCH	'concitum 94, 10?
p009-c02	56	NO_MATCH	‘conclavicula 50, 88?
p009-c02	57	NO_MATCH	‘conclayis 50, 88
p009-c02	60	NO_MATCH	, concoctum 1085, 49
p009-c02	66	NO_MATCH	. coneremat. 58, 70
p009-c02	68	NO_MATCH	! conereseit 13, 41
p009-c02	75	NO_MATCH	)^ concumbit 81,37
p009-c03	10	NO_MATCH	* condecens 67, 81*
p009-c03	56	NO_MATCH	! conficit 29, 40
p009-c03	69	NO_MATCH	confirmat, 34, 69
p009-c03	71	NO_MATCH	confiscatur (— or?) 41, 50
p009-c03	80	NO_MATCH	' conflat 74, 25
p009-c03	92	NO_MATCH	confódit 56, 54
p009-c03	104	NO_MATCH	, confrangit. 81, 16
p010-c00	6	NO_MATCH	confügit 26, 25 (
p010-c00	7	NO_MATCH	confügit 26, 28 (
p010-c00	17	NO_MATCH	'"eongent 26, 63 c
p010-c01	1	NO_MATCH	(9
p010-c01	2	NO_MATCH	'onmemorabihs 30, 19 cony
p010-c01	10	NO_MATCH	;onmercium 42, 39 conj
p010-c01	24	NO_MATCH	onmittit, 23, 15 cong
p010-c01	28	NO_MATCH	onmonstrat £7, 7 cour
p010-c02	8	NO_MATCH	rinüt 24,5 conspice
p010-c02	21	NO_MATCH	wievié 71, 31" constern
p010-c02	30	NO_MATCH	udis (7. conruit) 75, 69 constric
p010-c02	34	NO_MATCH	inguinens V4, 7 construi
p010-c02	41	NO_MATCH	ündit 82, 71 consuesc
p010-c03	9	NO_MATCH	{ 26, 36
p010-c03	12	NO_MATCH	; 44, 97
p010-c03	41	NO_MATCH	it £7, 15
p010-c03	46	NO_MATCH	o, 47
p010-c03	49	NO_MATCH	(33, 74
p010-c03	58	NO_MATCH	iat T5. 44
p010-c03	59	NO_MATCH	in SO, 14
p010-c03	69	NO_MATCH	(49,1
p010-c03	76	NO_MATCH	,
p011-c00	25	NO_MATCH	contra rerum naturan
p011-c00	27	NO_MATCH	contrastatuta maioru
p011-c00	28	NO_MATCH	contra statutaque n
p011-c00	66	NO_MATCH	convénit 20, 43
p011-c01	1	NO_MATCH	, convexum 58, 7
p011-c01	2	NO_MATCH	‘ convicit 52, 79
p011-c01	10	NO_MATCH	'convolat 75, 95°
p011-c01	11	NO_MATCH	éonvolvit 75, 85
p011-c01	27	NO_MATCH	m59,93 , Corduba 84, 96
p011-c01	28	NO_MATCH	ialorum , coriandrum 104, 41
p011-c01	31	NO_MATCH	' Corinthius 84,97; 122,
p011-c01	32	NO_MATCH	, Coriolauus 99, 53
p011-c01	33	NO_MATCH	' corium 99, 51
p011-c01	45	NO_MATCH	) corolla 105, 68
p011-c01	53	NO_MATCH	! corpus 22, Is)
p011-c01	56	NO_MATCH	Correp v. Oreb
p011-c01	58	NO_MATCH	' correpsit 83, 40
p011-c01	60	NO_MATCH	(corrigit 50, 93
p011-c01	68	NO_MATCH	; 91,67 corticeum 98, 92
p011-c02	1	NO_MATCH	- 80
p011-c02	40	NO_MATCH	i Crepeius (?) 115, 70
p011-c02	46	NO_MATCH	, eretare 84, 85
p011-c02	54	NO_MATCH	! criminosus homo 32, 91*
p011-c02	57	NO_MATCH	(cris 19, 34
p011-c03	16	NO_MATCH	* erux 56, 83
p011-c03	38	NO_MATCH	, cucuma 101, 65
p011-c03	94	NO_MATCH	! eumbulae 110, 59
p012-c00	4	NO_MATCH	cur v. qur Ir
p012-c00	27	NO_MATCH	cydonium v. cetonium d
p012-c00	36	NO_MATCH	'eynum e. coenum (d
p012-c00	42	NO_MATCH	p. E
p012-c00	74	NO_MATCH	Comra, not. tir.
p012-c01	8	NO_MATCH	"nus 116, 2 decre
p012-c01	30	NO_MATCH	eas V, 96 dedu
p012-c01	46	NO_MATCH	ecemviri legibus iudicandis defite
p012-c01	50	NO_MATCH	dicandis deflec
p012-c01	51	NO_MATCH	ecemviri sthtibus iudiean- deflet
p012-c02	2	NO_MATCH	(67, 84 deimeeps
p012-c02	11	NO_MATCH	‘io 57, 49 deis 8,
p012-c02	14	NO_MATCH	$us 21, 56 delabitui
p012-c02	38	NO_MATCH	; 22, 67 delusit 3
p012-c02	39	NO_MATCH	sus O4, 51 demanda
p012-c02	44	NO_MATCH	üt 75,12 ! demergit
p012-c02	45	NO_MATCH	T4, 14 . demersit
p012-c02	68	NO_MATCH	rat, 96, 18 den 6T.
p012-c03	10	NO_MATCH	is(?) 81, 02
p012-c03	11	NO_MATCH	B
p012-c03	12	NO_MATCH	(«usa 122, 192
p012-c03	13	NO_MATCH	O31, 41
p012-c03	15	NO_MATCH	AT, 51
p012-c03	19	NO_MATCH	, 96
p012-c03	32	NO_MATCH	, 11
p012-c03	37	NO_MATCH	)0, 15*
p012-c03	48	NO_MATCH	(2, 90
p012-c03	57	NO_MATCH	(0, 08
p012-c03	58	NO_MATCH	(213,20?
p012-c03	62	NO_MATCH	Paba, D2
p012-c03	68	NO_MATCH	i ^
p012-c03	70	NO_MATCH	o, 11
p012-c03	76	NO_MATCH	A
p013-c00	18	NO_MATCH	de pecunia petentes
p013-c00	19	NO_MATCH	de pecunia requirentes
p013-c00	22	NO_MATCH	depeüt 23, 103*
p013-c00	47	NO_MATCH	de quacunque libet
p013-c01	4	NO_MATCH	' desidiosus 50, £6
p013-c01	7	NO_MATCH	: desilit, desiliit 18, 36?
p013-c01	8	NO_MATCH	' desim. 10, 12
p013-c01	17	NO_MATCH	degit, 10, 11
p013-c01	24	NO_MATCH	,99 destituit 24, 63
p013-c01	25	NO_MATCH	: destitutum 24, 71
p013-c01	48	NO_MATCH	' detersit 49, 9
p013-c01	49	NO_MATCH	! detexit. 80, 10?
p013-c01	50	NO_MATCH	, detextum. 80, 28
p013-c01	54	NO_MATCH	! detorret. 92, 30
p013-c01	58	NO_MATCH	' detrectat 35, 48
p013-c01	64	NO_MATCH	. detulit. 22, 84
p013-c01	69	NO_MATCH	! deus & 66
p013-c01	70	NO_MATCH	‘dens noster 47, 67
p013-c01	71	NO_MATCH	deüter 6, 23
p013-c01	72	NO_MATCH	, Deuteronomium 6,23*:I1
p013-c01	74	NO_MATCH	, devastat 82, 86
p013-c02	1	NO_MATCH	—
p013-c02	5	NO_MATCH	, deversus 28, 0
p013-c02	24	NO_MATCH	, destrorsus 10, 38
p013-c02	31	NO_MATCH	' dialecticus 90, 20
p013-c02	37	NO_MATCH	dibia (?) 118, 28
p013-c02	46	NO_MATCH	, dietator 36, 96
p013-c02	70	NO_MATCH	diffügit 26, 25
p013-c03	3	NO_MATCH	, digita v. diaeta
p013-c03	4	NO_MATCH	! digitale 78, 58
p013-c03	51	NO_MATCH	! Dionysius 116, 5
p013-c03	52	NO_MATCH	dipampinum (?) 105, 51*
p013-c03	57	NO_MATCH	direxit, 50, 98
p013-c03	75	NO_MATCH	L]
p013-c03	76	NO_MATCH	‘
p014-c00	29	NO_MATCH	diseditiosus v. desidiosus di
p014-c00	64	NO_MATCH	disrudis v. diit di
p014-c01	52	NO_MATCH	urnum -£4, 64 Domi
p014-c01	66	NO_MATCH	vexit, £2, 6° donat
p014-c01	68	NO_MATCH	duum (1,1 donat
p014-c02	3	NO_MATCH	Be, Be) ; dossuin
p014-c02	31	NO_MATCH	ilum £7, 61 ; dulcissim
p014-c02	41	NO_MATCH	i0 glorioso +47, 69*; duodecim
p014-c02	50	NO_MATCH	nus lesus — Christus durescit
p014-c02	51	NO_MATCH	), 69? Durocorte
p014-c02	52	NO_MATCH	ns noster £7, 66 durum:
p014-c02	58	NO_MATCH	) duxit 7, -
p014-c02	63	NO_MATCH	£7, 56
p014-c02	72	NO_MATCH	í 83,1? eandem 9
p014-c03	13	NO_MATCH	I
p014-c03	15	NO_MATCH	)B, 77
p014-c03	16	NO_MATCH	E
p014-c03	20	NO_MATCH	(
p014-c03	31	NO_MATCH	(5, 13
p014-c03	33	NO_MATCH	, 12
p014-c03	35	NO_MATCH	(tum) 75, 15?
p014-c03	36	NO_MATCH	d
p014-c03	38	NO_MATCH	: 116, 9
p014-c03	39	NO_MATCH	. 105, 53
p014-c03	45	NO_MATCH	. 61, 62
p014-c03	47	NO_MATCH	[
p014-c03	49	NO_MATCH	ü 16,50
p014-c03	52	NO_MATCH	[7,83
p014-c03	54	NO_MATCH	i, 82
p015-c00	9	NO_MATCH	ebitudo v. hebetudo
p015-c00	29	NO_MATCH	edem (?) 3, 92
p015-c00	45	NO_MATCH	edubinm (?) 109, 38
p015-c01	4	NO_MATCH	) effügit 26, 27
p015-c01	19	NO_MATCH	Egius (?) 116, 13
p015-c01	21	NO_MATCH	eglidriae (?) 102, 6
p015-c01	23	NO_MATCH	! Egnatius 166, 10
p015-c01	30	NO_MATCH	‘ego enim disi 2,75". 7
p015-c01	37	NO_MATCH	, egomet ipse 2, 72
p015-c01	38	NO_MATCH	,egone 2, 70
p015-c01	39	NO_MATCH	,egone ipse 2, 73
p015-c01	42	NO_MATCH	, egreditur 44, 4T
p015-c01	57	NO_MATCH	‘el 18, 52
p015-c01	61	NO_MATCH	'elanguet 112, 35
p015-c01	64	NO_MATCH	. 127, 55; 181, 55
p015-c01	69	NO_MATCH	d, 45 — elegit 25, 65
p015-c01	74	NO_MATCH	Ehachim r. Heliachim
p015-c02	1	NO_MATCH	&
p015-c02	17	NO_MATCH	elogi (?) 76, 34*
p015-c02	33	NO_MATCH	(6! emancipat 44, 91
p015-c02	50	NO_MATCH	! emino 14, 12
p015-c02	51	NO_MATCH	,eminus 25, 3
p015-c02	52	NO_MATCH	, emisit 23, 26
p015-c02	57	NO_MATCH	emittit, 23, 12
p015-c02	65	NO_MATCH	' emus 15, 98
p015-c02	67	NO_MATCH	, emutat 31, 12!
p015-c02	69	NO_MATCH	! enervat. 65, 88
p015-c02	72	NO_MATCH	encoma r. enchyma
p015-c02	75	NO_MATCH	,euecat 75, 21
p015-c03	48	NO_MATCH	(eo quod femina 122, 216
p015-c03	58	NO_MATCH	, eorundem 89, 38
p015-c03	65	NO_MATCH	Ephraim (r. Effraim, Efraim,
p015-c03	66	NO_MATCH	Effrem, Efrem) 125,46
p015-c03	72	NO_MATCH	; epigramma 76, 32 [
p015-c03	73	NO_MATCH	! epigroma 76, 31 :
p015-c03	78	NO_MATCH	]
p016-c00	1	NO_MATCH	epimeris (4 e. ephimeris) e
p016-c00	4	NO_MATCH	epipampinum (?) 105, 50* e
p016-c00	13	NO_MATCH	Epitectum v. Epiterpum E
p016-c00	16	NO_MATCH	epitohum v. emitolium
p016-c00	42	NO_MATCH	] ere 13, 86 e
p016-c00	63	NO_MATCH	erenascis v. erinaceus ]
p016-c00	65	NO_MATCH	) eripit 46, 48 ic
p016-c00	68	NO_MATCH	)) erodit 102, 74° [
p016-c00	76	NO_MATCH	'
p016-c01	11	NO_MATCH	rycina s8, 40; 96, 96 Euro
p016-c01	63	NO_MATCH	tiamum (?) 1, 61° exar
p016-c01	73	NO_MATCH	Zueus (?) 124, 134; 125, exea
p016-c02	6	NO_MATCH	. (i. e, heu me) 119, 42 excellet
p016-c02	10	NO_MATCH	e. (Europe?) 88, 19 excerebr
p016-c02	17	NO_MATCH	; 125, 2; 131, 2 excipit .
p016-c02	23	NO_MATCH	escit €4, 59 exams
p016-c02	46	NO_MATCH	üt 75, 84 exédit 1
p016-c02	47	NO_MATCH	üt 95, 30 exedit 1
p016-c02	49	NO_MATCH	Q6 ! exegit *
p016-c03	6	NO_MATCH	(0,55
p016-c03	28	NO_MATCH	(1, 42
p016-c03	62	NO_MATCH	$9, 28
p016-c03	64	NO_MATCH	, 13, 39
p016-c03	76	NO_MATCH	Sus ws N
p016-c03	88	NO_MATCH	L00, 35
p016-c03	112	NO_MATCH	. 66, 49
p016-c03	114	NO_MATCH	. 66, 50
p016-c03	128	NO_MATCH	te TO, a
p016-c03	134	NO_MATCH	S, 88
p016-c03	138	NO_MATCH	Q8
p016-c03	144	NO_MATCH	xilüt 13, s?
p017-c00	69	NO_MATCH	exportat Y, 21
p017-c01	14	NO_MATCH	! exsarcit. 80, 84
p017-c01	16	NO_MATCH	, exsarsit, 80, 85
p017-c01	24	NO_MATCH	, exscissum. 82, 70
p017-c01	32	NO_MATCH	! exsecrat. 64, 37
p017-c01	47	NO_MATCH	! exsorbit 105, 87
p017-c01	57	NO_MATCH	, 12 exstat 24, 15?
p017-c01	68	NO_MATCH	exsurdat, 97, 56
p017-c01	87	NO_MATCH	,99* extentus 12,5
p017-c01	100	NO_MATCH	extersit £9, 10
p017-c01	115	NO_MATCH	'extorret 92,28
p017-c01	116	NO_MATCH	extorsit $8, 87
p017-c02	1	NO_MATCH	———
p017-c03	18	NO_MATCH	Farisaeus (— eus) 120, 8;
p017-c03	21	NO_MATCH	. farrago 68,27
p017-c03	34	NO_MATCH	' fastidit 56, 49
p017-c03	39	NO_MATCH	fastus v. faustus
p018-c00	26	NO_MATCH	Feronia v. Feruna
p018-c00	33	NO_MATCH	] fert 22, 63 x
